lang	avg_len	lstm
Tilligte Ov	4.188679245283019	3.4765662427218453
Tubbergen Ov	4.254545454545455	3.618234252929688
Ulft Gl	5.228070175438597	3.178493566680373
Urk Fl	5.214285714285714	3.045856475830078
Ursem NH	4.892857142857143	3.195702144077846
Usselo Ov	4.109090909090909	3.5956076882102272
Utrecht Ut	4.982456140350878	3.2909160413240133
Vaals Lb	4.659574468085107	3.3671047129529588
Vaassen Gl	4.945454545454545	3.3156815962357955
Valthermond Dr	4.767857142857143	3.1211155482700894
Varsseveld Gl	4.732142857142857	3.403806686401367
Veendam Gn	4.535714285714286	3.2088674817766463
Veenendaal Ut	5.053571428571429	3.19848142351423
Veghel NB	4.625	3.330601828438895
Velddriel Gl	4.888888888888889	3.3272165369104454
Venlo Lb	4.719298245614035	3.436949345103481
Vessem NB	4.696428571428571	3.4094949449811662
Vlissingen Ze	4.857142857142857	3.2909134456089566
Voerendaal Lb	4.648148148148148	3.29415045844184
Volendam NH	5.017543859649122	2.883453369140625
Vollenhove Ov	4.9298245614035086	3.3738981548108558
Voorst Gl	4.807017543859649	3.4879916007058664
Voorthuizen Gl	5.125	3.22003664289202
Vorden Gl	4.962962962962963	3.349532515914352
Vreeswijk Ut	5.315789473684211	3.051666259765625
Vriezenveen Ov	4.696428571428571	3.548443385532924
Waardenburg Gl	4.631578947368421	3.4040655838815788
Wagenborgen Gn	4.777777777777778	3.212493331344039
Wanssum Lb	4.963636363636364	3.3919777610085227
Wapse Dr	4.771929824561403	3.1662948340700385
Wateringen ZH	4.962962962962963	3.1021655047381365
Werkhoven Ut	5.350877192982456	3.0221878854851973
Westerbork Dr	4.491228070175438	3.118444342362253
Westkapelle Ze	4.892857142857143	3.354496274675642
Wierden Ov	4.528301886792453	3.86922238907724
Wijdenes NH	4.789473684210527	3.38031220017818
Wijhe Ov	4.508771929824562	3.623534620853893
Wijk bij Duurstede Ut	4.87719298245614	3.268852903131853
Willemstad NB	4.696428571428571	3.3535690307617188
Wilp Gl	4.821428571428571	3.515901838030134
Windesheim Ov	4.5	3.52127922905816
Winterswijk Gl	5.142857142857143	3.426955359322684
Wissenkerke Ze	4.946428571428571	3.3109027317592075
Woudenberg Ut	4.982142857142857	3.274847848074777
Wouw NB	4.789473684210527	3.0633378949081687
Zaandijk NH	4.87719298245614	3.2871307908442984
Zalk Ov	4.481481481481482	3.3992917096173323
Zandvoort NH	4.854545454545455	3.2840587269176136
Zeddam Gl	5.181818181818182	3.0574440696022727
Zeeland NB	4.666666666666667	3.269971880996436
Zegveld Ut	5.43859649122807	2.7301983749657346
Zelhem Gl	5.12280701754386	3.353537576240406
Zetten Gl	4.745454545454545	3.1076080322265627
Zevenaar Gl	4.589285714285714	3.4485645294189453
Zevenbergen NB	4.75	3.3834411076137
Zierikzee Ze	5.017857142857143	3.3475892203194757
Zieuwent Gl	4.964912280701754	3.332876105057566
Zoetermeer ZH	5.517857142857143	2.959437234061105
Zoutkamp Gn	4.508771929824562	3.3977827105605813
Zuiddorpe Ze	4.767857142857143	3.393962860107422
Zuid-Sleen Dr	4.631578947368421	3.2368967156661186
Zuidzande Ze	4.607142857142857	3.372953142438616
Zundert NB	4.894736842105263	3.3416094863623904
Zutphen Gl	5.228070175438597	3.172597517047012
Zwartsluis Ov	4.508771929824562	3.423322711074561
Zwinderen Dr	4.508771929824562	3.24755645216557
Zwolle Ov	4.7368421052631575	3.475629304584704
