lang,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Breskens Ze,5.291542,5.400546,5.9147816,4.0871735,2.6209514,2.213162,1.3678282,1.2061281
Brielle ZH,5.145828,5.308931,5.4569473,3.359658,2.524273,2.5342731,1.3286985,3.3755875,0.41040432
Brouwershaven Ze,5.524979,5.6598125,5.2101917,4.3045354,2.8360925,2.062568,1.9619571,2.6223428,3.002165,0.0593256
Brummen Gl,5.484482,5.6074524,5.3279686,4.352552,2.8190508,2.3425062,2.719602,1.4418396,0.06030161
Brunssum Lb,5.650097,5.3250365,5.6613517,3.445745,2.7487824,2.3543284,1.6823902,0.5563078,0.08535105
Budel NB,5.558663,5.1668544,5.399803,3.692146,2.731073,2.3526702,1.7848021,0.11056166
Buurmalsen Gl,5.5133758,5.453022,5.4576354,3.762461,2.9896579,2.6096523,2.4339736,1.2116134,2.4379628,0.056323655
Callantsoog NH,5.3171215,5.377915,5.0188017,3.7989566,2.7080817,2.7929413,1.950295,2.3380256,0.578434
Coevorden Dr,5.092659,5.502896,5.5471745,4.2746277,2.4053972,1.6881374,1.068254,0.13740626
Culemborg Gl,5.2397394,5.63607,5.095717,3.9297662,2.8759003,2.1353986,1.603062,3.8932006,0.29000723
Dalfsen Ov,5.4540997,5.391396,5.58385,4.445318,2.7551239,2.7875526,1.5655341,0.54422355
De Lier ZH,5.0481505,5.330419,4.9590974,3.9019566,2.6603281,2.2923203,1.8003762,1.5047935,3.8960469,0.07895668
De Lutte Ov,5.270488,5.3294625,4.9005647,4.382907,2.062056,2.6657963,0.94532275,1.9743326
De Rijp NH,5.518685,5.733873,4.806961,3.85234,3.029658,2.8000057,1.4494629,0.91486955,0.5653745
Dedemsvaart Ov,5.5159264,5.727704,5.6024776,4.1157045,2.2344043,1.7448174,1.5185107,0.1721483
Deil Gl,5.5527806,5.6456785,5.1626477,3.9735348,3.1822672,2.7948914,1.9342856,2.7883725,0.4672254
Delden Ov,5.3826914,6.04542,5.318765,4.1912017,2.6247392,2.0356364,1.2333635,0.09943203
Delft ZH hoog,5.036921,5.3636026,5.1591926,3.6285853,2.9308515,2.344158,1.7808412,2.0149686,4.6681414,0.09013721
Delft ZH laag,5.5435567,5.812652,5.122715,4.1480184,3.2254236,2.3387413,2.2379575,1.7698414,5.406852,0.06125897
Den Dungen NB,5.4517636,5.418338,5.200723,4.222198,2.5300329,3.3021648,1.4574324,3.5831962,0.898372
Den Ham Ov,5.484395,5.613477,5.919592,4.1835756,3.2357323,1.8874022,1.027691,0.6679388
Den Hoorn NH,5.3314047,5.480411,5.3385673,3.7461896,2.757931,2.2480679,2.002513,1.9824966,0.30178285
Den Oever NH,5.367158,5.5569916,5.5118527,3.5947194,2.6652634,2.1832116,1.1032801,1.6614022,0.21678062
Deurne NB,5.5673995,5.1369696,5.17776,4.0656343,3.3736222,2.1487174,1.8435866,2.5965257,0.20875368
Deventer Ov,5.448075,5.4559116,5.4283204,4.395871,2.8615623,2.1819026,0.90116554,1.2557632,0.110105075
Didam Gl,5.2426453,5.5547934,5.355592,4.001175,2.3569243,2.7493718,1.1916445,3.888478,0.1527876
Diemen NH,5.264033,5.440739,4.8347554,3.7573047,2.691009,2.1862977,1.4357953,0.864619,3.0186114,0.08407668
Diepenveen Ov,5.506514,5.1977487,5.342029,4.360429,2.8261423,2.1590478,2.0368364,1.8758862,2.1058216
Dieren Gl,5.4294972,5.3816757,5.2057524,3.4356713,3.065996,1.7740083,1.3212448,0.2684068
Dodewaard Gl,5.4128914,5.3723755,4.826019,3.7899284,2.998204,2.07555,2.0608814,1.3602493,0.33407328
Doesburg Gl,5.5271616,5.6786976,5.594876,4.2822313,3.3049839,1.9850256,1.3413517,0.97500306,0.8786837,0.06127906
Doetinchem Gl,5.478008,5.5427485,5.3821955,3.7608013,2.5947225,1.8640682,0.62925714,0.59984875,0.08069882
Dongen NB,5.406999,5.509554,5.4180384,3.7544918,2.777424,2.1323411,2.2049997,1.0601856,1.0477773
Doornspijk Gl,5.652738,5.146863,5.0905237,3.973799,2.3520582,1.6398681,2.2668624,1.3848103,0.084122434
Driebruggen ZH,5.0693655,5.4672456,4.466288,3.8438792,2.96602,1.9261409,1.3456931,0.8680959,5.8024364,0.0743793
Druten Gl,5.4605427,5.350704,5.044701,4.052919,2.585975,3.0487268,1.314929,2.0822263,0.5658554
Dwingeloo Dr,5.197394,5.1815295,5.4783063,4.7078447,2.42006,1.8268448,1.9354825,3.4392262,2.2407126
Echt Lb,5.6907783,5.309037,6.095127,4.0635085,2.987677,2.2965672,2.5359533,0.94163895,6.076795,0.509468
Edam NH,5.1387687,5.1673994,4.438497,3.6113143,2.9575632,2.3639922,1.9674944,1.3054352,2.967872,0.2848063
Ede Gl,5.4424434,5.5356603,5.414475,4.0020976,2.358381,2.0091715,2.3656309,0.7767528,0.8874575
Eede Ze,5.1764216,4.996382,5.1553574,4.088327,2.3169112,2.7424207,1.7937169,1.3686262,0.2486357
Eelde Dr,5.1871924,5.1052103,5.610503,4.075843,2.3702343,1.0631983,1.7893803,0.20463495
Eenrum Gn,5.393673,5.39223,5.52616,4.1401453,2.7206104,1.0675076,1.62402,0.24574271
Eexterveen Dr,5.215853,5.0018625,5.1291666,4.586375,2.3805628,1.3685626,1.0668114,0.16011992
Egmond aan Zee NH,5.508049,5.080475,4.9133196,3.5403035,2.803217,2.1346207,1.1610699,1.969554,0.20404302
Egmond-Binnen NH,5.537387,5.1105065,5.169311,4.043936,2.6207013,2.5332046,1.2865831,1.790487,0.12211547
Eibergen Gl,5.4290323,5.5423946,5.6370316,4.12514,3.0057065,2.188645,1.8831683,0.9704591,1.9472431
Eijsden Lb,5.7634287,5.209989,5.364129,3.6647706,3.0511694,1.9803319,2.6732924,0.5800825,0.14046471
Eindhoven NB,5.3944883,5.251792,5.170269,3.5890496,2.6790411,2.209048,1.8007834,2.4178238,0.3111902
Elburg Gl,5.5020046,5.3589597,5.077366,4.049371,3.1075633,1.8751882,1.8453376,1.2949812,0.23529774
Enkhuizen NH,4.97186,5.1733675,4.7562294,3.8717093,3.206521,2.4933715,1.4622712,1.2030458,0.074417196
Epen Lb,5.876993,5.298233,5.1967564,3.337203,2.8601868,1.6039466,2.6604176,1.506847,4.6203914,0.057695147
Fijnaart NB,5.1514077,5.0573425,4.7530336,3.756877,3.524515,2.1407201,1.8689665,0.9339676,3.0338063,0.13840523
Finsterwolde Gn,5.3050413,5.183971,4.93811,4.442799,2.4895036,1.3921088,1.3000636,0.20647165
Garderen Gl,5.383047,5.4327703,5.2184668,3.9875207,3.1219335,2.6272626,1.689148,1.8676019,2.3635573,4.201065
Gasselte Dr,5.1283674,5.015921,5.229139,4.094089,2.2531824,1.2217438,1.4746267,0.16674605
Geldrop NB,5.5739303,5.129523,5.168367,4.0147023,2.6466234,2.8635786,1.560754,2.0021422,1.6176682
Genemuiden Ov,5.5139656,5.265404,5.3575573,4.2472196,2.447402,1.6275058,2.459389,1.1575624,0.22395617
Gerwen NB,5.638844,5.1930566,5.593946,3.9989502,2.8583233,2.7650433,1.7597226,1.7306073,0.23348905
Giesbeek Gl,5.4617877,5.3563704,5.3865476,3.8428464,2.9272795,1.3643712,0.921933,0.2374678
Giethoorn Ov,5.507387,5.3986173,5.1316786,3.8412209,2.7991354,2.3103023,1.7553941,0.9536598,0.1773613
Goes Ze,5.5384517,4.989974,5.3994226,3.9404833,2.5958636,2.2519267,2.2079635,1.403807,1.3483258,0.04661979
Goirle NB,5.4459352,5.344975,5.1240263,3.9726102,2.8153484,2.155942,1.8209792,0.4899766
Gorssel Gl,5.410431,5.7611094,5.577184,4.5083523,3.0135934,2.1393147,1.6024368,1.8464338,0.094475925
Gouda ZH,5.2353916,5.480608,5.219774,3.7014842,2.5699866,1.8361732,0.93670917,1.4327646,0.0647523
Gouderak ZH,5.1821613,4.842288,4.024134,4.0481925,2.9474366,2.5214193,2.3677475,0.9524218,5.0044775,0.10480716
Goudswaard ZH,5.565174,5.2779446,4.889047,3.6024132,2.7524314,2.6003852,2.4538083,1.5250392,3.4639277,0.2841747
Grave NB,5.4018235,5.713012,5.508978,4.1947517,2.0717616,2.389632,0.5072888
Grijpskerk Gn,5.1980543,5.2975807,5.3156877,5.110366,2.5029438,1.3753904,0.6489417,0.12664697
Grijpskerke Ze,5.495081,5.1956143,5.426835,4.0377564,2.500755,2.296042,1.1702904,2.4002697,0.09347807
Groenekan Ut,5.4597473,5.0890417,4.822974,3.865073,2.6583803,2.1468027,1.7524382,1.9624188,3.3605676,0.13993584
Groenlo Gl,5.4245806,5.6905494,5.4340887,3.9378426,3.1662812,2.6870537,1.2960501,2.289276,0.9255677
Groesbeek Gl,5.4538383,5.3678517,5.054264,3.3844283,3.1279619,2.240831,1.716421,3.0065415,2.8879974,0.14604235
Gronsveld Lb,5.846291,5.506189,5.550652,3.522908,2.6657698,2.0228186,1.5897545,0.30501708
Grubbenvorst Lb,5.5048904,5.2791576,5.2133317,3.61018,3.123426,2.2894676,2.6420033,0.691761,0.23252252
Gulpen Lb,5.6221204,5.2943845,5.3150516,3.5634913,2.526281,2.2666218,2.4959722,0.5740711,0.104961485
Haaksbergen Ov,5.4304185,5.7485895,5.768214,4.740745,2.291289,2.0574446,1.0933539,0.14177494
Haamstede Ze,5.3332567,5.539212,5.016463,4.1512523,2.7713068,2.5214355,2.636091,2.717793,2.014312,0.089540675
Haps NB,5.48201,5.52715,5.3283854,3.630504,2.575032,2.8067818,1.4855796,0.90574837,0.13104807
Hardenberg Ov,5.516293,5.4525423,5.767206,4.244802,2.9058452,2.242623,1.2562923,1.0929776
Harderwijk Gl,5.4462376,5.281359,5.226055,3.9095502,2.896911,2.0389888,0.86570776,1.3353771,0.121648595
Hasselt Ov,5.541095,5.4739714,5.242119,4.500206,2.9894638,1.5989668,2.127806,0.75079584
Hattem Gl,5.4399147,5.7966123,5.5683894,3.7002687,2.7811115,2.3338058,1.3704677,3.1824036,0.1802057
Havelte Dr,5.0771303,5.2766776,5.7357445,4.489139,2.6834383,1.8917717,0.97730786,0.42880997
Heerde Gl,5.5039244,6.020596,5.631573,4.2902746,2.6522079,2.3838928,1.8322674,0.33836138
Heerewaarden Gl,5.3250194,5.229907,5.610578,4.0726295,2.7332242,2.6907735,1.6087049,2.1130133,0.2289932
Hei- en Boeicop ZH,5.366658,5.4319263,4.75238,4.072428,2.640937,2.7019765,1.8455299,1.0913595,5.8266773,0.088649474
Heinkenszand Ze,5.24979,5.4398975,5.316246,3.6383195,2.9923549,2.5716696,2.0187616,1.0652555,5.700593,0.094845235
Heino Ov,5.4496417,5.9531627,5.494851,4.38459,2.5166466,2.2795823,0.6956264,0.0966772
Hellendoorn Ov,5.241694,6.774235,5.807901,5.044725,3.9232848,1.5732889,0.1943846
Hellevoetsluis ZH,5.0432897,5.2842054,4.325825,3.8588579,3.1950068,2.5304928,1.6359729,2.7618134,0.13752279
Helmond NB,5.5533447,5.1648893,5.1192546,3.7606773,3.1625576,2.240898,1.9286082,3.0945382,2.0585117,0.9905228
Hengelo Gl,5.609863,5.8609366,5.2911243,4.435736,2.6501098,2.4253376,1.2619828,1.5273845,0.043692674
Herkingen ZH,5.436427,5.021,5.0841656,3.3582807,2.5008028,2.016368,1.5083613,3.524812,0.065128416
Heteren Gl,5.3824387,5.339721,5.057353,4.12181,3.2537854,2.5937405,2.0396762,1.6006451,0.16965094
Hierden Gl,5.282206,5.3858266,5.3155336,3.9195027,3.078425,2.023812,2.0137591,1.4197999,5.01534,0.0483184
Hilvarenbeek NB,5.274978,5.098324,5.313332,4.0112104,2.143493,1.9481059,0.6679224,0.2192056
Hoedekenskerke Ze,5.689629,5.1054516,5.2298884,3.7250931,3.094545,2.5181801,1.544668,2.3600469,0.061857034
Hoenderloo Gl,5.378199,5.261452,5.405356,3.897937,2.9605682,1.729005,1.3436439,2.55698,0.08426114
Hollandsche Veld Dr,5.1578727,4.4980326,5.10917,4.7022986,2.6265821,1.7561729,1.717813,1.3110693,0.17544065
Hooghalen Dr,5.0000076,5.191619,5.4263167,4.085684,2.069514,1.64403,0.6792268,0.20395328
Hoonhorst Ov,5.3813534,6.076341,5.7041273,3.9320204,3.019455,2.0838244,2.4185274,0.26538643
Hoorn NH,5.411646,5.374257,5.035692,3.5806663,2.7339237,2.3978615,2.2667694,1.994553,1.9711529,0.15603909
Horn Lb,5.8293214,5.3194547,5.8271646,3.5214124,3.0686138,1.7351803,2.0877154,0.23447362
Houten Ut,5.397376,5.440882,5.2178216,4.137487,2.844215,2.419923,1.569889,2.3455272,2.437753,0.038742363
Huijbergen NB,5.2162833,5.14285,5.21383,4.046249,2.9275677,2.0918884,2.2748334,0.95890456,0.22570567
Huizen NH,5.483254,5.2664614,5.1679,3.6042717,3.5213234,1.9500266,1.1068872,1.2811341,0.56660163
Hunsel Lb,5.5894165,5.1518784,5.5157113,3.8705869,2.711856,2.104755,1.9751908,2.3772678,1.4121026,0.06938978
IJmuiden NH,5.433836,5.33952,5.254951,4.051475,3.1563034,2.8138301,0.83436674,2.404112,0.05005903
IJsselmuiden Ov,5.437776,5.7932396,5.431086,3.8233943,2.8614733,2.2614224,1.6074048,1.5153582,0.07791179
IJzendijke Ze,5.565458,5.4791155,5.7521243,5.0374503,2.4696686,2.1239607,1.0757807,1.0038897
Ingen Gl,5.2432513,5.5847907,5.4842453,3.8166914,3.4145346,2.784167,1.117236,1.4984746,0.029776882
Jutphaas Ut,5.5302644,5.095216,4.9535995,3.6426277,2.8310602,2.3314807,1.8338925,1.3099277,0.21990645
Kamerik Ut,5.1456437,5.0773563,4.5757823,4.0107594,2.45775,2.7022603,1.4072331,1.5889392,0.2765818
Kampen Ov,5.4913898,5.686009,5.303989,4.0634613,3.056699,1.786071,2.8709219,0.358498
Kantens Gn,5.372933,5.4567494,5.2648406,4.609082,1.9914007,0.7041694,0.2772669
Katwijk aan Zee ZH,5.1455245,4.924472,4.83362,3.7426689,2.3304412,2.6278136,1.3209056,1.6902443,0.19667687
Kedichem ZH,5.360405,5.554027,5.017181,3.635784,2.8654344,2.5109596,2.1149004,1.369977,6.4443426,0.12919119
Kerkrade Lb,5.7308164,5.090405,5.381923,4.0840535,2.9788642,1.9358507,1.8389289,2.4389892,0.35993806
Kessel NB,5.4473834,5.3968368,5.122205,4.3441615,2.94281,2.4296167,1.989171,1.1415014,0.3303295
Klaaswaal ZH,5.237762,4.993418,5.4477134,3.5135472,2.5303214,2.651644,1.3738467,2.0962167,0.10335414
Kloosterzande Ze,5.042141,5.140807,4.994167,3.716881,3.441935,1.7973527,1.3025694,0.6920056
Koedijk NH,5.473375,5.1858864,5.2390428,4.107494,3.0535114,2.3177166,1.8372202,1.0740298,0.13480198
Koekange Dr,5.2019186,4.921075,5.423368,3.8075807,2.5734103,1.6955987,1.5458639,1.5160007
Koewacht Ze,5.1226125,5.305813,4.8602724,4.0077696,2.7785351,1.5633589,2.3435788,1.2022203,0.061490513
Kortgene Ze,5.5051866,5.0636578,5.3177786,3.8133562,2.8181262,2.2122283,2.0426385,2.261618,0.08380983
Koudekerk aan den Rijn ZH,5.1188045,4.8280797,4.61498,3.908517,2.566329,2.3626146,1.5685462,0.81864804,4.404662,0.15323533
Kruiningen Ze,5.4859524,5.1032124,5.427609,4.152144,2.5746179,2.3091779,1.688067,2.269012,0.079541
Kuinre Ov,4.8703685,5.8620358,5.4057555,4.5397124,2.2754865,2.350754,0.9435189,0.10132139
Lage Zwaluwe NB,5.2411194,5.1293883,5.0779514,3.8957863,2.603822,2.0537937,0.78016776,0.25411555
Laren Gl,5.494133,5.3737035,5.3932853,4.513282,2.6532722,2.0521693,2.2452931,0.24154676
Laren NH,5.392508,5.6684184,5.139058,3.6951768,2.3626127,2.759248,1.7779951,1.1821262,0.05883882
Leende NB,5.48717,5.3457794,5.277285,4.129367,2.5796478,2.2729342,1.0510865,2.3082242,0.26290116
Leermens Gn,5.439779,5.2077217,5.1412454,4.1126647,3.0344682,1.9619737,1.531742,2.2848082,0.26715055
Lekkerkerk ZH,5.1779714,5.338832,5.393467,3.3823106,2.4472315,2.4451153,1.2753214,4.1006784,0.13699043
Lemele Ov,5.4763265,5.49822,6.25299,4.411192,2.8414512,1.4649371,0.6731307,0.14342137
Lent Gl,5.504191,5.512895,5.4445148,3.6681736,2.509174,2.374304,1.9168555,1.4851311,0.59389925
Lichtenvoorde Gl,5.2882667,5.1420584,5.5591474,4.485976,3.1327813,2.839628,2.5807774,2.1372688,0.1504359
Lochem Gl,5.4152107,5.505319,5.4004965,4.346504,2.4918609,2.4484463,2.8328412,1.0161012,0.18761878
Loenen Gl,5.569178,5.5361505,5.6712165,4.2266927,2.86841,2.1573458,2.6348162,2.5350356,1.2025157,0.10201701
Loenen Ut,5.4347053,5.1298027,5.390865,4.127179,2.8364928,2.966112,1.3888433,1.1924065,0.15663569
Loon op Zand NB,5.376442,5.2585025,5.479473,3.7751927,2.5423088,2.5702724,1.4131149,0.4881166
Maasbree Lb,5.6254363,5.022837,5.5800333,3.6056035,3.3943224,2.3753097,1.4905056,1.0263693,5.742051,0.58776605
Maastricht Lb,5.6845913,5.591008,5.8581734,3.3224838,3.085013,1.8442956,1.1527903,0.07448775
Marken NH,4.9677973,5.2594104,4.466396,3.8078694,2.7388654,2.293253,1.7089577,1.7322404,0.5159241
Marum Gn,5.143231,5.5912786,5.315576,4.1169753,2.549716,1.7343738,1.3192195,0.21929567
Meerssen Lb,5.6597443,5.391371,5.4074597,3.6731834,2.8362303,1.9054816,1.0760711,2.56409,0.091452815
Meije ZH,5.3401456,5.5209312,4.868777,4.284057,2.4495723,2.9674582,1.2999021,4.5791087,0.17896809
Meijel Lb,5.5666056,5.44939,5.5654383,3.957723,2.8276246,2.3234668,1.6065301,0.83950335,0.15415013
Meppel Dr,5.159922,5.0935097,5.571561,4.795745,2.394779,1.9039642,0.68012047,0.23134087
Middelburg Ze,5.4661193,5.071934,4.8406367,4.201476,2.8266213,2.5542796,1.7353407,1.4398036,3.0449522,0.13515298
Middelharnis ZH,5.1887727,5.091505,4.530609,4.301858,3.1016717,2.9188242,2.2994976,1.3698745,1.4581114,0.14980385
Middelie NH,5.224147,5.3482585,4.6252174,4.1867933,2.7242446,2.7226856,0.89525044,4.636529,0.115410596
Midwolda Gn,5.278811,5.713819,5.292614,4.7435412,2.5644863,1.5133107,0.410347
Monnickendam NH,5.1464505,5.2436867,4.261415,3.8624034,2.552135,2.1226494,2.003791,0.772636,6.120915,0.25168812
Mussel Gn,5.1499577,5.697015,4.983855,4.6908092,2.6815765,1.5144942,1.1155818,0.085014194
Nederweert Lb,5.432549,5.0596385,5.5460095,3.6188219,3.2283022,1.7107973,3.645394,2.2303584,1.0193634,0.10911982
Neede Gl,5.4675593,5.7676005,5.4523635,4.594416,2.339255,2.2200415,1.8208574,1.7440234,1.4987092
Nieuw-Schoonebeek Dr,4.9748116,5.128956,5.146205,4.1481295,2.4255373,1.5698749,1.7222196,0.23316324
Nijmegen Gl,5.1448183,5.64499,5.534515,3.6517584,2.2382998,2.7401013,1.9045625,2.4992895,0.12392767
Nijverdal Ov,5.382491,5.6928864,5.761222,3.9971185,3.0857716,2.4720683,3.285092,1.2060773
Nistelrode NB,5.4786987,5.014697,5.0576153,3.7693706,3.0094879,2.0793447,2.0488427,2.022997,0.32480544
Noordeloos ZH,5.4785385,4.993103,5.1088758,4.2988715,2.9480953,2.8290274,1.3549997,2.2322834,0.12790067
Norg Dr,5.1608787,5.064469,5.1904435,4.278035,2.5564775,1.7673682,2.3488798,1.6426978,3.5910356,1.2117575
Nunspeet Gl,5.370296,5.4965467,5.0883384,4.364011,2.7151382,1.7581614,2.1151242,0.35491663
Oerle NB,5.621616,5.621013,5.3745837,4.1207914,2.9458463,2.7454588,2.1642325,2.9391565,0.7157332
Oijen NB,5.4278946,5.247248,5.4416428,4.206769,2.668048,3.0591483,1.8671682,1.0514185,0.21930946
Oirschot NB,5.5789213,5.396296,5.308225,3.7986722,2.9548266,2.334701,1.4001527,5.120638,0.43932784
Oisterwijk NB,5.4867177,5.67797,5.322739,4.5035844,2.4842093,2.3924198,1.5768967,1.8195297,0.13489565
Oldemarkt Ov,5.1036553,5.88725,5.6285586,4.6927667,2.755827,1.768267,0.5583961,0.09414439
Oldenzaal Ov,5.448681,5.6464796,5.8321753,4.489221,2.712696,1.8772054,1.107971,0.8866286
Onstwedde Gn,5.1273603,5.541612,5.2320766,4.30757,2.5018623,1.3854295,0.575088,0.2191793
Ooltgensplaat ZH,5.4375477,5.1836534,5.5142827,3.781605,2.8368804,2.5153203,1.3715136,2.4063923,0.09462447
Oosterbeek Gl,5.3113923,5.5090027,5.3608937,3.7286818,2.7060997,2.445579,0.93586123,2.7137666,0.061169814
Oosterland Ze,5.4317718,5.6286855,5.183022,3.9476395,2.966537,1.6287663,1.6516017,2.011235,3.4001293,0.103927426
Ootmarsum Ov,5.213842,5.8277,5.4725943,3.9768202,2.4520953,1.9289147,0.6406505,0.36104742
Opperdoes NH,5.434161,5.3511076,5.4163322,3.6285641,2.6342394,2.9689999,0.71434456,4.589129,0.14054114
Ospel Lb,5.595063,5.0227976,5.516443,4.1022725,3.0790553,2.5718246,2.0380561,2.776033,2.1534805,0.7059101
Ossendrecht NB,5.6854863,5.4300814,5.177128,3.6945338,2.657789,2.3822958,1.4285934,0.19439718
Otterlo Gl,5.3074923,5.3421593,5.2245836,3.869383,3.074758,1.7528338,1.2590257,1.2472975,0.6239392,0.0324576
Ottersum Lb,5.309408,5.228979,5.346562,4.377865,2.6958787,2.3986537,1.6650516,2.2939475,1.1459318
Oud-Charlois ZH,5.3216467,5.1592717,4.7707233,3.631676,3.1360548,2.7299428,1.6441234,1.7899421,2.6723278,0.060777716
Ouddorp ZH,5.120534,5.3930044,5.1529183,3.8507752,3.0936134,2.0209844,1.6785792,1.4682553,5.799257,0.07264702
Oude Pekela Gn,5.2117496,5.2993674,5.185595,4.792575,2.6462972,1.5143794,2.5733273,1.1533815
Oude-Tonge ZH prot,5.4792976,5.2023573,5.0689635,4.2671986,3.0006876,2.5086985,0.8470177,3.7951744,0.50343907
Oude-Tonge ZH rk,5.2979736,5.3047724,5.44807,4.0085673,2.6445642,1.7541481,1.2012844,0.7065753
Oudewater Ut,5.3976364,5.3316393,5.047067,3.760685,2.8832338,2.5832796,1.6816185,1.463593,0.12115927
Oud-Vossemeer Ze,5.371534,5.016686,5.3725333,3.8179028,2.8728116,1.732911,1.752332,1.8504792,3.1022608,0.050360173
