lang,concept_id,phoneme_id,phoneme,phoneme_len,phoneme_loss
三明,389,390,t͡ʃʰ ɯ 43 t͡s a 31,7,2.7479069232940674
三明,393,394,t͡ʃʰ ɑ u 12 t͡s a ɯ 254,9,2.566971778869629
三明,398,399,m ɛ̃ i 43 h u ã 31,9,2.6217172145843506
三明,402,403,p o 44,4,3.341749668121338
三明,405,406,s u ɛ 213,5,2.941092014312744
三明,409,410,v ɛ̃ i 31 t͡s a 31,8,2.143951416015625
三明,410,411,t͡s ã 33,4,3.0036962032318115
三明,441,442,t͡ʃʰ y ɛ 44,5,2.6932530403137207
三明,480,481,ʔ i ã 44 ʔ œ 51,8,3.1585893630981445
三明,482,483,t͡ʃʰ ɑ u 12 t ã 51,8,2.232731342315674
三明,497,498,p u e i 33 t͡s i ɒ 213,10,2.604489803314209
三明,512,513,ʃ ɔ̃ 31 p ɔ̃ 33,7,3.5055994987487793
三明,514,515,ʔ ɯ 43 h ɒ 213,7,3.932426929473877
三明,518,519,t ɒ 12 s i ɒ 33,8,2.9067721366882324
三明,537,538,m u ɛ 31 n ã 51,8,2.3335185050964355
三明,546,547,s ã 31 ʔ i ɐ m 51,9,2.0558955669403076
三明,573,574,t͡s œ 31 ʃ ã 31 k ã 44,10,2.996636152267456
三明,574,575,ʔ m 31 ʔ y 31,7,3.2893505096435547
三明,576,577,t i ɐ m 12 l a ɯ 31,10,2.2650082111358643
三明,577,578,n e 31 k u 44,7,2.844998836517334
三明,592,593,t͡sʰ ã 31 t͡sʰ i 213,7,3.5202622413635254
三明,594,595,k i ɒ 25 p i ɒ 213,9,3.260356903076172
三明,610,611,m u 31 h e 213 t͡s a 31,10,3.2254772186279297
三明,614,615,kʰ e 51 t͡s z̩ 0,7,3.358530282974243
三明,623,624,l a ɯ 31 t͡s z̩ 0,8,2.0022644996643066
三明,630,631,t i ɐ m 31 m u 31,9,2.2273454666137695
三明,631,632,k ã 31 t ɒ 44,7,2.5870933532714844
三明,643,644,ʔ i 31 t i ɐ m 254,9,2.226503372192383
三明,654,655,ʃ y 25 p ɒ 213 ʃ ɔ̃ 31 t e 254,13,4.005275249481201
三明,684,685,p u ã 31 k i 44,8,2.5283806324005127
三明,690,691,m a ɯ 33,5,2.187847852706909
三明,701,702,t͡s a ɯ 43 ʃ ɛ̃ 44 ʔ i 33,11,2.2825393676757812
三明,704,705,kʰ ɒ 25 t ɛ̃ 33,7,3.517599105834961
三明,712,713,h ŋ 31 p ɛ̃ i 44 t͡s a 31,11,2.5399587154388428
三明,713,714,p u ã 31,5,2.6348538398742676
三明,723,724,tʰ ã 43 ʃ y 44,7,3.257007598876953
三明,744,745,t͡ʃ o 12 ʔ i ɯ 44,8,3.277249336242676
三明,745,746,m ɒ 31 ʃ a 44,7,2.926697015762329
三明,759,760,kʰ y 44,4,3.407665729522705
三明,760,761,k ɯ 21 k ɒ 44,7,4.718245029449463
三明,764,765,pʰ i 33,4,2.4911203384399414
三明,769,770,p ɒ 213,4,2.5846920013427734
三明,780,781,m ɔ̃ 43 ʔ a 12 t͡ʃʰ i 51,10,4.797242641448975
三明,789,790,n ɛ̃ 254,4,3.8084068298339844
三明,805,806,t͡ʃʰ y ɛ̃ i 44,6,2.709411859512329
三明,828,829,tʰ ã 44,4,3.1004762649536133
三明,855,856,l a 213,4,3.913161277770996
三明,876,877,h ŋ 31 m ã 51,7,2.5548861026763916
三明,882,883,s i ɐ m 31,6,2.057448387145996
三明,891,892,tʰ a ɯ 12 ʔ i ɛ̃ i 33,10,2.6726763248443604
三明,892,893,tʰ i ɐ m 33,6,2.508390426635742
三明,937,938,h ã 31 ʃ ã 51,7,2.711013078689575
三明,952,953,kʰ o 213,4,2.9186389446258545
三明,1013,1014,m ɛ̃ 33,4,2.8018670082092285
三明,1021,1022,l a ɯ 31,5,2.117710590362549
三明,1029,1030,ʔ i ɑ u 12 t͡s ɛ̃ i 51,10,2.2069334983825684
三明,1053,1054,t e 44,4,3.2622013092041016
三明,1056,1057,t͡sʰ a ɯ 213,5,2.4982523918151855
三明,1061,1062,ʔ ɯ 213,4,4.256172180175781
三明,1082,1083,k ɒ 31 p ɒ 213,7,2.484994888305664
三明,1083,1084,k ɒ 31 t͡sʰ ɛ̃ i 44,8,2.7132349014282227
三明,1087,1088,t i 31 ʔ i 213,7,3.2377541065216064
三明,1096,1097,tʰ œ 51,4,2.010878324508667
三明,1100,1101,t͡ʃ ɒ 213,4,2.235555410385132
三明,1101,1102,t ɒ 51,4,2.8652868270874023
三明,1115,1116,t ã 33,4,2.367842674255371
三明,1118,1119,t ɒ 51,4,2.8652868270874023
三明,1125,1126,t ã 33,4,2.367842674255371
三明,1127,1128,kʰ u e i 33,6,1.9098167419433594
三明,1142,1143,ʔ ɔ̃ 44 t͡s e 0,7,2.152275323867798
三明,1148,1149,ŋ u 31 p ɒ 0,7,3.242997646331787
三明,1152,1153,ŋ u o 31 t͡ʃ ɒ 213,8,2.935973644256592
三明,1159,1160,ŋ u o 12 ʔ i ɐ m 0,10,3.4496397972106934
三明,1165,1166,h ɛ̃ i 254 kʰ i 31,8,2.886146068572998
三明,1167,1168,k i a 12 s i 44,8,3.505629539489746
三明,1189,1190,m u e i 51,6,2.15364146232605
云霄,5,1205,h o ŋ 33 tʰ a i 55,9,2.5438435077667236
云霄,23,1223,s ŋ 55,4,3.318272352218628
云霄,34,1234,t u a 21 ʔ u ã 21 tʰ ĩ 55,12,2.7624645233154297
云霄,36,1236,tʰ ĩ 55 k u ĩ 55,8,3.059101104736328
云霄,43,1243,k a ŋ 55,5,2.042957067489624
云霄,69,1269,h u n 55,5,2.099663257598877
云霄,78,1278,t͡s i t 5 t͡s u n 33,9,2.8911404609680176
云霄,81,1281,t͡s i t 21 s i 53 l a ŋ 32,12,2.5304040908813477
云霄,83,1283,m ĩ 33 n ĩ 32,7,2.5422613620758057
云霄,86,1286,t͡s u t 21 n ĩ 32,8,3.078718900680542
云霄,94,1294,t͡s a 21 h u ĩ 55,8,2.7784042358398438
云霄,105,1305,m ĩ 33 h u ĩ 55,8,2.583458423614502
云霄,107,1307,t͡s i ã 55 ɡ u e ʔ 0,10,2.739959239959717
云霄,108,1308,s i n 33 t͡s i ã 55,9,2.3288774490356445
云霄,116,1316,d͡z i 21 k a u 55 m ĩ 32,11,2.857093334197998
云霄,121,1321,s o u 55 t͡s a i 33,9,2.9948947429656982
云霄,129,1329,t͡s i ã 53 p i a n 32,10,2.0680315494537354
云霄,155,1355,s a m 55,5,3.056417465209961
云霄,166,1366,t i n 32,5,2.9140121936798096
云霄,172,1372,l i 55 ʔ a 53,7,2.1216237545013428
云霄,176,1376,kʰ i 33 ʔ a 53,7,1.9268831014633179
云霄,212,1412,t͡sʰ a ŋ 33 ʔ a 53,8,1.8540315628051758
云霄,214,1414,k i ũ 55,5,3.1862354278564453
云霄,224,1424,t͡s ĩ 33 t͡sʰ a ŋ 55,8,2.57546067237854
云霄,225,1425,h a n 33 t͡s i 32,8,2.8123116493225098
云霄,226,1426,b ɛ 55 l i a n 33 t͡s i 32,12,3.0663812160491943
云霄,228,1428,h u a i 33 s a n 55,10,2.8450496196746826
云霄,231,1431,l a u 21 k a u 32,9,2.259192943572998
云霄,261,1461,t͡s i t 5 ʔ a 53,8,1.550311803817749
云霄,263,1463,l a n 32,5,2.2912211418151855
云霄,267,1467,t͡s i o ŋ 33 t͡s i 32,9,2.533299684524536
云霄,269,1469,l i 33 ʔ a 53,7,1.7422611713409424
云霄,279,1480,t i 33 k i ã 55 ʔ a 53,11,1.7158340215682983
云霄,297,1498,ɡ o u 33 ʔ ã i 55,9,2.895890712738037
云霄,301,1502,t͡sʰ i 33,4,3.4414920806884766
云霄,318,1519,ʔ ĩ 33 ʔ a 53,7,1.7270982265472412
云霄,321,1522,m u ĩ 33 t i a n 33,10,2.4866461753845215
云霄,333,1534,m ĩ 33 t͡s i o ʔ 5,9,2.399972677230835
云霄,337,1538,b a ŋ 55 t a 22,8,3.7806262969970703
云霄,344,1545,s a i 55 tʰ a ŋ 33 ʔ a 53,12,1.8399556875228882
云霄,353,1554,tʰ i a u 33 k i a n 33 ʔ a 53,14,1.6216555833816528
云霄,371,1572,s ã 33 ʔ a 53,7,2.1574604511260986
云霄,382,1583,kʰ o 53 t͡sʰ i a u 55,9,2.4029552936553955
云霄,387,1588,ʔ a m 33 k i n 55,9,2.0819034576416016
云霄,389,1590,l i o 21 t͡s u 33 ʔ a 53,11,2.4624745845794678
云霄,393,1594,t͡sʰ i u 55 s o ʔ 12,9,3.0816824436187744
云霄,398,1599,m ĩ 21 h u 55,7,2.5728986263275146
云霄,402,1603,p a u 33 ʔ a 53,8,1.877795934677124
云霄,405,1606,h a m 33,5,3.336273193359375
云霄,409,1610,ʔ ĩ 33 ʔ a 53,7,1.7270982265472412
云霄,410,1611,t͡s a ŋ 22,5,3.097606897354126
云霄,441,1642,t͡sʰ u e 55,5,3.026623249053955
云霄,480,1681,n ã 33 ʔ a u 32,8,3.4954051971435547
云霄,482,1683,t͡sʰ i u 55 k u t 5,9,2.626396417617798
云霄,497,1698,kʰ a 33 pʰ i ã 55,8,2.7336935997009277
云霄,512,1713,pʰ u a 55 p ĩ 33,8,3.465587615966797
云霄,514,1715,k a 33 s a u 22,8,2.772813320159912
云霄,518,1719,l a u 53 s a i 53,9,2.0035219192504883
云霄,537,1738,m ɛ̃ 33 l a ŋ 32,8,2.4371774196624756
云霄,546,1747,s i n 33 n i ũ 33 ʔ a 53,12,2.2277109622955322
云霄,573,1774,t͡s a u 53 b u n 33 k o ŋ 55,13,2.8065943717956543
云霄,574,1775,b i o 33 ʔ a 53,8,2.065955638885498
云霄,576,1777,h u e 33 s i ũ 33,9,2.419800281524658
云霄,577,1778,n ĩ 33 k o u 55,8,2.240736722946167
云霄,592,1793,t͡sʰ i n 33 t͡sʰ e ʔ 5 ɡ o u 21 ɡ u e ʔ 12,18,3.3675224781036377
云霄,594,1795,t͡sʰ u 53 p ĩ 55 tʰ a u 22 b u e 53,15,3.663128137588501
云霄,610,1811,t͡sʰ ĩ 33 m ĩ 33 ʔ a 53,10,2.3541929721832275
云霄,614,1815,p a i 55 kʰ a 55,8,2.796884775161743
云霄,623,1824,n i ũ 33 p ɛ 33,8,2.860520839691162
云霄,630,1831,t i ũ 21 ʔ m 53,8,2.818572521209717
云霄,631,1832,t u a 21 k u ã 55,9,1.8192651271820068
云霄,643,1844,ʔ i 33 t i ũ 33,8,2.8031368255615234
云霄,654,1855,t͡s i o k 5 p ɛ 21 h i ã 33 t i 33,16,2.9518067836761475
云霄,684,1885,p u a 53 k i 55,8,2.8160672187805176
云霄,690,1891,b o 33 ʔ a 53,7,1.78032386302948
云霄,701,1902,t͡s o 53 s i a n 33 l i 53,12,1.948081374168396
云霄,704,1905,kʰ ɛ 53 t i a m 22,9,3.077303886413574
云霄,712,1913,ɡ i n 33 k a k 5 ʔ a 53,12,2.771061658859253
云霄,713,1914,p u n 53,5,2.7637505531311035
云霄,723,1924,t a u 53 h i 55,8,2.7666611671447754
云霄,744,1945,h o ŋ 33 t͡sʰ e 55,8,2.691525936126709
云霄,745,1946,l a ŋ 21 s a i 55,9,2.3989784717559814
云霄,759,1960,tʰ i t 5 tʰ o 32,8,3.450791120529175
云霄,764,1965,pʰ ĩ 33,4,3.0766677856445312
云霄,769,1970,kʰ u i 55,5,2.9162826538085938
云霄,780,1981,pʰ a 53 k a 33 t͡sʰ i u 22,11,2.6779708862304688
云霄,789,1990,d͡z u e 32,5,3.9558138847351074
云霄,805,2006,tʰ i a n 22,6,2.190934658050537
云霄,828,2029,l o ŋ 33,5,2.2279014587402344
云霄,855,2056,p i ʔ 5,5,2.8955652713775635
云霄,876,2077,k ã 21 k ã 21 k i o 22,11,4.895137310028076
云霄,882,2083,s i a u 53 l i a m 33,11,2.479660749435425
云霄,891,2092,tʰ o 55 ʔ i a m 22,9,3.042250156402588
云霄,892,2093,s o ŋ 53,5,3.118659496307373
云霄,937,2138,pʰ o u 33 l a n 21 pʰ a 55,12,3.3327152729034424
云霄,952,2153,kʰ u a ʔ 5,6,1.9562395811080933
云霄,1013,2214,ʔ u ã 22,5,2.812194585800171
云霄,1021,2222,l a u 33,5,2.496157646179199
云霄,1029,2230,h o 55 kʰ a ŋ 55,8,2.667421817779541
云霄,1053,2254,b a i 53,5,2.309410333633423
云霄,1056,2257,ʔ m 21 t i o ʔ 12,9,2.2652502059936523
云霄,1061,2262,k u a i 55,6,3.0287859439849854
云霄,1082,2283,t͡s i t 21 p ɛ ʔ 5,9,1.974892497062683
云霄,1083,2284,t͡s i t 21 t͡sʰ i a n 55,10,2.308222770690918
云霄,1087,2288,t e i 21 ʔ i t 5,9,3.2522759437561035
云霄,1096,2297,t͡s i a ʔ 5,6,1.3183338642120361
云霄,1100,2301,b u e 53,5,2.3061251640319824
云霄,1101,2302,b u e 53,5,2.3061251640319824
云霄,1115,2316,k i a n 55,6,1.9962705373764038
云霄,1118,2319,t i a u 32,6,1.8214179277420044
云霄,1125,2326,t͡s i o ŋ 53,6,2.105713129043579
云霄,1127,2328,kʰ o u 55,5,2.8417277336120605
云霄,1142,2343,l a n 53,5,2.423732280731201
云霄,1148,2349,ɡ u a n 55 n i ũ 33 p ɛ 33,13,3.836801767349243
云霄,1152,2353,h i t 5 ɡ e 0,8,2.7612290382385254
云霄,1159,2360,ʔ a n 33 h i ã 33,9,2.309384822845459
云霄,1165,2366,t͡s i a ŋ 53,6,2.1979281902313232
云霄,1167,2368,ɡ u a 53 t͡s e i 33,9,2.8396072387695312
云霄,1189,2390,m ã i 22,5,3.8614230155944824
仙游城关,5,2405,tʰ a i 21 h ɒ ŋ 533,9,1.949082851409912
仙游城关,23,2423,p i ŋ 533,5,2.815809965133667
仙游城关,34,2434,kʰ ɒ ŋ 42 ŋ a n 21,9,3.0811140537261963
仙游城关,36,2436,tʰ i ŋ 55 k ŋ 533,8,3.1492323875427246
仙游城关,43,2443,k a ŋ 533,5,2.3828814029693604
仙游城关,69,2469,h u o ŋ 533,6,1.77190363407135
仙游城关,78,2478,t a 533,4,3.6333277225494385
仙游城关,81,2481,ɬ u o t 2 ɬ e 55 n a ŋ 24,13,2.7549002170562744
仙游城关,83,2483,k o 55 n i ŋ 24,8,2.6164369583129883
仙游城关,86,2486,ɬ o 21 n i ŋ 24,8,2.2867283821105957
仙游城关,94,2494,ɬ o u 24 ʔ o u 42,9,2.652766466140747
仙游城关,105,2505,m ã i 21 n a u 24,9,3.2840590476989746
仙游城关,107,2507,t͡s i ã 21 ʔ u o i 24,10,2.1901698112487793
仙游城关,108,2508,t͡sʰ ø 21 ʔ i t 23 t͡s ɒ 453,11,3.749807834625244
仙游城关,116,2516,ɬ ɒ̃ 21 l ɛ p 2 m ã 21 ʔ u ĩ 533,15,3.4185099601745605
仙游城关,121,2521,ʔ u i 55 t͡sʰ y 42,8,3.568863868713379
仙游城关,129,2529,t͡s i ã 55 m ĩ 24,8,2.678032875061035
仙游城关,155,2555,ɬ a ŋ 533,5,2.2302043437957764
仙游城关,166,2566,t i ŋ 24,5,2.1287760734558105
仙游城关,172,2572,l i 21 ʔ ã 453,7,2.623098850250244
仙游城关,176,2576,ʔ a ŋ 42 kʰ i 21,8,2.6975045204162598
仙游城关,212,2612,t͡sʰ a ŋ 533,5,2.3143551349639893
仙游城关,214,2614,k i ũ 21 m o 453,8,2.8896961212158203
仙游城关,224,2624,p u o i 55 l i 24,9,1.9188916683197021
仙游城关,225,2625,h ɒ n 21 n y 24,8,2.5234806537628174
仙游城关,226,2626,m a 55 l ɛ n 21 ɬ y 24,11,3.331397771835327
仙游城关,228,2628,h u o i 21 l a ŋ 533,10,1.9065252542495728
仙游城关,231,2631,ʔ a ŋ 21 k a u 24,9,2.16213321685791
仙游城关,261,2661,t͡s i p 23 p o 453,8,2.775385856628418
仙游城关,263,2663,l ɛ ŋ 24,5,2.1926755905151367
仙游城关,267,2667,ɬ ɛ n 21 ɬ y 24,8,3.194629669189453
仙游城关,269,2669,l y 24,4,3.1501641273498535
仙游城关,279,2680,t y 21 ʔ ã 453,7,2.406809091567993
仙游城关,297,2698,k y a 24,5,2.2537670135498047
仙游城关,301,2702,t͡sʰ i 42,4,2.666511058807373
仙游城关,318,2719,l a u 21 k o u 533,9,2.154369831085205
仙游城关,321,2722,m u ĩ 21 n a u 24,9,2.1109726428985596
仙游城关,333,2734,m i n 55 n y 42,8,2.977041244506836
仙游城关,337,2738,m a n 24 n i ɛ u 42,10,2.360313653945923
仙游城关,344,2745,t͡sʰ o u 21 l a ŋ 453,9,2.3991587162017822
仙游城关,353,2754,t i ɛ u 21 ʔ ɛ ŋ 533,10,1.7947843074798584
仙游城关,371,2772,ɬ ɒ̃ 533,4,4.543415069580078
仙游城关,382,2783,kʰ o u 55 t͡sʰ a u 533,9,2.7811942100524902
仙游城关,387,2788,ʔ u i 21 k y ŋ 533,9,2.866551399230957
仙游城关,389,2790,l i ɛ u 42 ɬ o u 21,10,2.4677958488464355
仙游城关,393,2794,t͡sʰ i u 21 ɬ o 24,8,2.9348833560943604
仙游城关,398,2799,m i m 21 m u o i 24,10,2.266711711883545
仙游城关,402,2803,p a u 533,5,2.9150452613830566
仙游城关,405,2806,ʔ ɒ̃ 21,4,5.015006065368652
仙游城关,409,2810,k u o i 21 ʔ i ã 453,10,1.5888277292251587
仙游城关,410,2811,t͡s a ŋ 42,5,2.446707248687744
仙游城关,441,2842,t͡sʰ u o i 533,6,2.099905014038086
仙游城关,480,2881,ŋ ĩ 21 n a u 24,8,2.641737222671509
仙游城关,482,2883,t͡sʰ i u 21 l o u 453,9,1.843701720237732
仙游城关,497,2898,k ɒ 24 l i a 21,8,2.323354959487915
仙游城关,512,2913,ʔ ŋ 21 h o 453,7,3.8030123710632324
仙游城关,514,2915,h ɒ 21 β ɒ 24,7,3.31658673286438
仙游城关,518,2919,p u o t 2 l o u 453 l ɒ 24,13,2.652714729309082
仙游城关,537,2938,m i n 21 n a ŋ 24,9,1.8042984008789062
仙游城关,546,2947,ɬ i m 21 m a ŋ 24,9,1.8768850564956665
仙游城关,573,2974,t͡s a u 55 ʔ ɒ ŋ 533,9,2.08676815032959
仙游城关,574,2975,k y ø m 24 m i ɛ u 21,11,2.4806747436523438
仙游城关,576,2977,h ɒ 42 l y ø ŋ 21,9,2.1993088722229004
仙游城关,577,2978,ɬ a i 21 ʔ o u 533,9,2.1275224685668945
仙游城关,592,2993,t͡sʰ i n 21 n i ã 24,9,2.1938602924346924
仙游城关,594,2995,t͡sʰ o u 55 ʔ i n 21 n i 533,12,2.5222086906433105
仙游城关,610,3011,t͡sʰ ã 21 m ã 24,7,2.491166591644287
仙游城关,614,3015,kʰ o u 21 ʔ ɒ 533,8,2.5578126907348633
仙游城关,623,3024,l a u 42 ʔ ɒ 21,8,2.1872024536132812
仙游城关,630,3031,t i 21 ʔ i ŋ 453,8,2.649658679962158
仙游城关,631,3032,t y ø k 2 k u ã 533,10,1.8423709869384766
仙游城关,643,3044,ʔ i 42 n i ũ 21,8,2.7878408432006836
仙游城关,654,3055,ɬ u o p 2 p ɛ k 23 h i ã 24 n i 21,17,2.8341126441955566
仙游城关,684,3085,l i a 24,5,2.588411331176758
仙游城关,690,3091,p o 21,4,2.829068660736084
仙游城关,701,3102,t͡s o 55 l ɛ n 21 n i 453,11,2.2166554927825928
仙游城关,704,3105,kʰ a 42 t͡s a ŋ 21,8,3.750744581222534
仙游城关,712,3113,ʔ ɒ ŋ 21 ŋ u o ŋ 21 ŋ i ã 453,14,2.306337594985962
仙游城关,713,3114,p u ĩ 453,5,2.2232539653778076
仙游城关,723,3124,k a ŋ 21 h y 533,8,3.191957950592041
仙游城关,744,3145,t͡s y a 24 ʔ i ũ 21,9,3.0001168251037598
仙游城关,745,3146,l a n 21 ɬ a i 533,9,2.6009480953216553
仙游城关,759,3160,tʰ a 55 l i ɛ u 24,9,2.4297268390655518
仙游城关,760,3161,t͡s o 55 n a ŋ 42 ŋ a 21,11,2.5574004650115967
仙游城关,764,3165,p i 21,4,3.653059959411621
仙游城关,769,3170,p a 21,4,2.606635093688965
仙游城关,780,3181,h a t 23 t͡sʰ i ũ 453,9,3.278367042541504
仙游城关,789,3190,l u o i 24,6,2.4493043422698975
仙游城关,805,3206,tʰ ɛ ŋ 453,5,2.3506247997283936
仙游城关,828,3229,tʰ u 21,4,3.857022762298584
仙游城关,855,3256,p i 21,4,3.653059959411621
仙游城关,876,3277,h u a 24,5,2.0386340618133545
仙游城关,882,3283,ɬ u ã 42,5,2.1883482933044434
仙游城关,891,3292,t͡sʰ y ø ŋ 533,6,2.127553939819336
仙游城关,892,3293,kʰ i ɛ u 55 ʔ u a 533,10,2.0896358489990234
仙游城关,937,3338,pʰ o u 21 l ɛ m 21 pʰ ɒ 533,12,3.4179229736328125
仙游城关,952,3353,kʰ u a 42 l ɒ ŋ 0,9,3.471830368041992
仙游城关,1013,3414,ʔ u ã 42,5,2.5716047286987305
仙游城关,1021,3422,l a u 21,5,2.3755855560302734
仙游城关,1029,3430,t͡s a i 21 l o u 453,9,2.1411092281341553
仙游城关,1053,3454,t͡sʰ u o ŋ 42,6,1.9243212938308716
仙游城关,1056,3457,t ɒ 21,4,2.7873990535736084
仙游城关,1061,3462,k u o i 533,6,2.003706932067871
仙游城关,1082,3483,ɬ u o p 23 p a 21,9,1.8865370750427246
仙游城关,1083,3484,ɬ u o t 2 t͡sʰ ĩ 533,9,3.2532663345336914
仙游城关,1087,3488,t e 42 ʔ i ʔ 2,8,3.057114362716675
仙游城关,1096,3497,t͡s i a 21,5,1.9769731760025024
仙游城关,1100,3501,p u o i 453,6,1.664301872253418
仙游城关,1101,3502,p u o i 453,6,1.664301872253418
仙游城关,1115,3516,t i ũ 533,5,2.9321532249450684
仙游城关,1118,3519,t i ɛ u 24,6,1.7718244791030884
仙游城关,1125,3526,ɬ u o ŋ 21,6,2.0910513401031494
仙游城关,1127,3528,k e 24,4,2.0948193073272705
仙游城关,1142,3543,n a 24 m u o i 0,9,2.8813552856445312
仙游城关,1148,3549,k u a p 23 p a 21 p a 533,12,2.835012674331665
仙游城关,1152,3553,h ɛ k 23 k e 24,8,2.6827664375305176
仙游城关,1159,3560,ʔ a n 55 n ã 533,8,2.221256732940674
仙游城关,1165,3566,n ɛ 453,4,4.571438789367676
仙游城关,1167,3568,l i ɛ u 42 ʔ u a 0,10,2.8704915046691895
仙游城关,1189,3590,ʔ n 21 n a i 453,8,1.9914084672927856
光泽,5,3605,h a i 22 p i ɔ ŋ 21,10,2.220539093017578
光泽,23,3623,p ɛ n 21,5,2.945664405822754
光泽,34,3634,h i ə n 21 k ɔ n 21,10,1.9256041049957275
光泽,36,3636,h i ə n 21 k u ɔ ŋ 21,11,1.7691516876220703
光泽,43,3643,h a i 55 kʰ ɛ i 21,9,2.505594253540039
光泽,69,3669,ʔ i ə n 21,6,1.961289882659912
光泽,78,3678,h i ə n 35 tʰ a i 44,10,2.704554557800293
光泽,81,3681,k ɛ i 41 p e i 35 t͡s ɛ 0,12,2.4123685359954834
光泽,83,3683,m a n 22 n i n 41,9,2.5289039611816406
光泽,86,3686,tʰ i n 41 n i n 41,9,2.184662103652954
光泽,94,3694,tʰ ɔ m 44 m a ŋ 22,9,2.6285603046417236
光泽,105,3705,ʔ ɔ m 35 m a ŋ 22,9,2.478646755218506
光泽,107,3707,t͡ɕ i a ŋ 21 v i ɛ ʔ 5,11,2.0443689823150635
光泽,108,3708,h a i 55 tʰ u 21 n i ɛ 41,12,2.665179491043091
光泽,116,3716,s a m 21 ɕ i 41 m a ŋ 22,12,2.668621301651001
光泽,121,3721,tʰ i 55 f ɔ ŋ 21,8,2.8306236267089844
光泽,129,3729,t͡ɕ i a ŋ 35 p i ə n 21,11,1.9695488214492798
光泽,155,3755,s a m 21 t͡ɕʰ y 35,8,2.5481371879577637
光泽,166,3766,h ɛ n 22,5,2.7126307487487793
光泽,172,3772,l i 22 ʔ ɛ 0,7,1.8777761459350586
光泽,176,3776,s ɛ 55 t͡s ɛ 0,7,2.290919542312622
光泽,212,3812,tʰ o ŋ 21,5,2.1348280906677246
光泽,214,3814,k i o ŋ 21,6,2.196338415145874
光泽,224,3824,m a 41 tʰ i 22,7,3.2192418575286865
光泽,225,3825,f a n 21 ɕ y 22,8,2.631793737411499
光泽,226,3826,m a 41 l i n 22 ɕ y 22,11,2.665937662124634
光泽,228,3828,ɕ y 22,4,3.8567240238189697
