lang,concept_id,phoneme_id,phoneme,phoneme_len,phoneme_loss
Aalsmeer NH,389,389,l e r ə,5,2.4156365394592285
Aalsmeer NH,398,398,m e i n ə,6,2.4390552043914795
Aalsmeer NH,420,420,s x o d ə,6,2.777562141418457
Aalsmeer NH,425,425,s l ʌ ɥ t ə,7,2.085517168045044
Aalsmeer NH,439,439,s t e i k ə,7,1.9251784086227417
Aalsmeer NH,480,480,z u k ə,5,2.7146804332733154
Aalsmeer NH,482,482,z a u t ə,6,2.3440561294555664
Aalsmeer NH,485,485,z w ɛ m ə,6,2.980842351913452
Aalsmeer NH,520,520,ʔ ɔ m,4,3.02016544342041
Aalsmeer NH,528,528,t o s ə,5,3.7857277393341064
Aalsmeer NH,541,541,w ø ɥ n ə z d a x,10,3.41784405708313
Aalsmeer NH,546,546,z ø ɥ w ə n t ə x,10,3.1781716346740723
Aalten Gl,5,554,b ɵ ɹ d ə,6,4.9502434730529785
Aalten Gl,23,570,d a k ə,5,2.9515538215637207
Aalten Gl,29,576,d e v ə,5,3.116671323776245
Aalten Gl,34,582,d u v ə n,6,2.7993831634521484
Aalten Gl,36,584,e u w ə n,6,4.254859924316406
Aalten Gl,43,591,x ɑ l ə,5,3.2785472869873047
Aalten Gl,59,606,ə n ɦ e m ɔ ɫ,8,4.399725914001465
Aalten Gl,72,620,k ɑ l v ə ʁ,7,3.3737664222717285
Aalten Gl,74,622,k a m ə ʁ s,7,3.713074207305908
Aalten Gl,76,624,k ɦ ʊ ɒ n,6,3.3797149658203125
Aalten Gl,77,625,k ɑ s t ə n,7,2.1601030826568604
Aalten Gl,81,629,k ɛ r v ɔ ɫ,7,4.757409572601318
Aalten Gl,83,631,k l ɒ v ə ʁ,7,3.278195858001709
Aalten Gl,91,639,k ʊ ɒ t s,6,5.10808801651001
Aalten Gl,105,652,m ɔ n d ə n,7,2.4905879497528076
Aalten Gl,107,654,m a z l n,6,4.386934757232666
Aalten Gl,108,655,m ɛ i,4,4.064197063446045
Aalten Gl,118,664,n ɒ l d ə n,7,3.7622599601745605
Aalten Gl,124,670,p ɦ a r ə,6,3.447805166244507
Aalten Gl,129,675,p ɦ e p ə ʀ,7,3.124946355819702
Aalten Gl,143,687,r o k ɦ,5,4.0660247802734375
Aalten Gl,155,699,s m e d ə,6,3.3686227798461914
Aalten Gl,166,711,s y k ə ʀ,6,4.2530837059021
Aalten Gl,208,754,z e k t ə s,7,4.1019697189331055
Aalten Gl,226,772,d r ø x ə,6,2.7112834453582764
Aalten Gl,231,777,ɛ i x ə n,6,3.0648934841156006
Aalten Gl,235,781,f l ɑ u w,6,4.380992889404297
Aalten Gl,261,807,k ʋ ɔ t ɦ,6,3.4246952533721924
Aalten Gl,263,809,l a t ɦ ə,6,3.3017311096191406
Aalten Gl,267,812,l œ x,4,4.480103015899658
Aalten Gl,285,828,s x e f,5,3.296138048171997
Aalten Gl,287,830,s x ɑ r ə p,7,3.112353563308716
Aalten Gl,294,836,s t i f,5,3.311480760574341
Aalten Gl,309,852,v r e ʝ,5,3.067380428314209
Aalten Gl,315,859,z ɑ x t ə,6,2.563955307006836
Aalten Gl,337,881,b r ɑ n,5,2.7384142875671387
Aalten Gl,344,888,d i n,4,3.0048940181732178
Aalten Gl,353,897,d œ r ə v n,7,3.4563708305358887
Aalten Gl,357,901,x a p m,5,4.657114505767822
Aalten Gl,369,913,ɦ ɔ l,4,3.450751304626465
Aalten Gl,371,915,j œ k n,5,3.642427921295166
Aalten Gl,374,918,k ɵ ə n,5,3.230299472808838
Aalten Gl,382,926,k r a k n,6,2.85467791557312
Aalten Gl,387,931,l ɒ t n,5,3.355741024017334
Aalten Gl,389,933,l ɪ ɒ n,5,3.1674094200134277
Aalten Gl,398,942,m e n,4,4.051834583282471
Aalten Gl,420,964,s x ɵ n,5,3.0094151496887207
Aalten Gl,425,969,s l u t n,6,2.985687017440796
Aalten Gl,439,983,s t e k ŋ,6,2.835845947265625
Aalten Gl,480,1025,z y k n,5,3.0907866954803467
Aalten Gl,482,1027,z ɑ l t n,6,3.098426103591919
Aalten Gl,485,1030,z ʋ ɛ m,5,3.3690903186798096
Aalten Gl,520,1065,ɵ m,3,7.017039775848389
Aalten Gl,528,1073,t ɦ ɵ s n,6,2.9717319011688232
Aalten Gl,541,1086,ʋ u n s d ɑ x,8,3.307417631149292
Aalten Gl,546,1091,z ø v ə n t ə x,9,3.2719764709472656
Aardenburg Ze,5,1099,b ɒ r d n,6,3.393569231033325
Aardenburg Ze,23,1118,d ɒ k ŋ,5,2.8518576622009277
Aardenburg Ze,29,1124,d i v ə m,6,3.208958387374878
Aardenburg Ze,34,1130,d y v ə m,6,3.1999292373657227
Aardenburg Ze,36,1132,ʔ i w,4,3.5346181392669678
Aardenburg Ze,43,1139,ɦ ɑ ɫ ə,5,3.349210023880005
Aardenburg Ze,59,1155,n e m ə ɫ,6,3.683854341506958
Aardenburg Ze,72,1169,k ɑ ɫ v ə r s,8,3.3565402030944824
Aardenburg Ze,74,1171,k ɑ m ə ɾ s,7,2.471468448638916
Aardenburg Ze,76,1173,k ɑ ɾ n,5,2.5056192874908447
Aardenburg Ze,77,1174,k ɑ s n,5,2.98749041557312
Aardenburg Ze,81,1178,k ɛ r v ə ɫ,7,4.195573329925537
Aardenburg Ze,83,1180,k ɫ ɒ v r,6,3.654860258102417
Aardenburg Ze,91,1188,k o s ə,5,3.9695143699645996
Aardenburg Ze,105,1201,m ɑ n d n,6,2.5993940830230713
Aardenburg Ze,107,1203,m ɒ z ə ɫ s,7,2.9375507831573486
Aardenburg Ze,108,1204,m ɛ i ə,5,2.8029422760009766
Aardenburg Ze,118,1213,n ɑ ɫ d n,6,3.689966917037964
Aardenburg Ze,124,1219,p ɒ i,4,4.556713581085205
Aardenburg Ze,129,1224,p e p r,5,3.8228347301483154
Aardenburg Ze,143,1238,r u ɔ k,5,3.345977783203125
Aardenburg Ze,155,1251,s m e i,5,3.9314162731170654
Aardenburg Ze,166,1263,s y k r,5,5.211077690124512
Aardenburg Ze,208,1304,z i k t ə s,7,3.9480998516082764
Aardenburg Ze,226,1322,d ɾ u ɔ ɦ ə,7,2.8744685649871826
Aardenburg Ze,231,1327,ʔ ɛ i ɦ ŋ,6,2.61370587348938
Aardenburg Ze,235,1331,f ɫ a u,5,3.7993125915527344
Aardenburg Ze,261,1357,k w ɒ t,5,3.899820327758789
Aardenburg Ze,263,1359,ɫ ɒ t ə,5,3.5669403076171875
Aardenburg Ze,267,1363,ɫ e x,4,4.277986526489258
Aardenburg Ze,278,1374,p ɾ o p ə ɾ,7,4.0513200759887695
Aardenburg Ze,285,1381,s x i ə f,6,3.0106241703033447
Aardenburg Ze,287,1383,s x ɛ ɾ ə p,7,3.0875375270843506
Aardenburg Ze,294,1390,s t i f,5,3.432957410812378
Aardenburg Ze,309,1406,v ɾ i,4,2.5769033432006836
Aardenburg Ze,315,1414,z ɔ x t ə,6,2.8036410808563232
Aardenburg Ze,337,1437,b ɾ ɑ i,5,2.7658169269561768
Aardenburg Ze,344,1444,d i n,4,2.8086395263671875
Aardenburg Ze,353,1453,d ə ɾ ə v m,7,3.276931047439575
Aardenburg Ze,357,1457,ɦ a p m,5,2.9657745361328125
Aardenburg Ze,369,1469,ʔ a u,4,3.1799182891845703
Aardenburg Ze,371,1471,j ə k ŋ,5,3.9718003273010254
Aardenburg Ze,374,1474,k ø ɾ ə n,6,3.1524136066436768
Aardenburg Ze,382,1482,k ɾ ɑ k ŋ,6,2.3249855041503906
Aardenburg Ze,387,1487,ɫ a t n,5,3.0601959228515625
Aardenburg Ze,389,1489,ɫ i ə r n,6,2.4467122554779053
Aardenburg Ze,398,1498,m i ə n,5,2.64534330368042
Aardenburg Ze,420,1520,s x ə d n,6,3.2456417083740234
Aardenburg Ze,425,1525,s ɫ y t n,6,2.6364493370056152
Aardenburg Ze,439,1539,s t e k ŋ,6,2.1706149578094482
Aardenburg Ze,480,1581,z u k ŋ,5,2.5104897022247314
Aardenburg Ze,482,1583,z a u t n,6,2.571291923522949
Aardenburg Ze,485,1586,z w ɛ m,5,3.326798915863037
Aardenburg Ze,520,1622,ʔ ɔ m,4,3.168665885925293
Aardenburg Ze,528,1630,t ə s n,5,3.782583236694336
Aardenburg Ze,541,1643,w u n s d ɑ ɦ,8,3.730133056640625
Aardenburg Ze,546,1648,s e v ə n t ə x,9,3.89386248588562
Aarlanderveen ZH,5,1656,b a r d ə,6,2.1779913902282715
Aarlanderveen ZH,23,1675,d a k ə,5,2.25761342048645
Aarlanderveen ZH,29,1681,d i f ə n,6,2.9550437927246094
Aarlanderveen ZH,34,1687,d ʌ ɥ ʋ ə,6,2.974137544631958
Aarlanderveen ZH,36,1689,ʔ e u w ə,6,2.985549211502075
Aarlanderveen ZH,43,1696,x ɒ l,4,4.225671768188477
Aarlanderveen ZH,59,1711,ɦ e i m ə l,7,2.7645890712738037
Aarlanderveen ZH,72,1724,k a l ə f ə r s,9,2.9604122638702393
Aarlanderveen ZH,74,1726,k a m ə r s,7,2.391780138015747
Aarlanderveen ZH,76,1728,k a r ə,5,2.1784603595733643
Aarlanderveen ZH,77,1729,k a s t ə,6,2.139186382293701
Aarlanderveen ZH,81,1733,k ɛ r ə f ə l,8,3.074751615524292
Aarlanderveen ZH,83,1735,k l a f ə r,7,2.7048678398132324
Aarlanderveen ZH,91,1742,k o r t s,6,3.819488525390625
Aarlanderveen ZH,105,1756,m a n d ə,6,2.1638877391815186
Aarlanderveen ZH,107,1758,m a z ə l ə,7,2.5294411182403564
Aarlanderveen ZH,108,1759,m a i,4,3.704906940460205
Aarlanderveen ZH,118,1769,n a l d ə,6,3.1712143421173096
Aarlanderveen ZH,124,1775,p a d ə,5,2.3955790996551514
Aarlanderveen ZH,129,1780,ʔ ə m p e i p ə r,10,2.979644536972046
Aarlanderveen ZH,143,1794,r o u k,5,3.018909215927124
Aarlanderveen ZH,155,1807,s m e i d ə n,8,2.752960443496704
Aarlanderveen ZH,166,1819,s ʌ ɥ k ə r,7,3.178922176361084
Aarlanderveen ZH,208,1862,z ɪ k t ə s,7,4.015761375427246
Aarlanderveen ZH,226,1880,d r o u x,6,2.5541956424713135
Aarlanderveen ZH,231,1885,ʔ a i x ə,6,2.1036484241485596
Aarlanderveen ZH,235,1889,f l a u,5,3.513456344604492
Aarlanderveen ZH,261,1915,k ʋ a t,5,3.5073108673095703
Aarlanderveen ZH,263,1917,l a t,4,2.9244234561920166
Aarlanderveen ZH,267,1921,l e i x,5,2.6294541358947754
Aarlanderveen ZH,278,1932,p r o u p ə r,8,2.721505880355835
Aarlanderveen ZH,285,1939,s x e i f,6,2.3660619258880615
Aarlanderveen ZH,287,1941,s x ɛ r ə p,7,2.954028367996216
Aarlanderveen ZH,294,1948,s t a i f,6,2.673717498779297
Aarlanderveen ZH,309,1964,f r a i,5,2.534675121307373
Aarlanderveen ZH,315,1972,z a x t,5,2.645251750946045
Aarlanderveen ZH,337,1995,b r a d ə,6,2.014465093612671
Aarlanderveen ZH,344,2002,d i n ə,5,3.074188709259033
Aarlanderveen ZH,353,2011,d o r ə f ə,7,2.6642510890960693
Aarlanderveen ZH,357,2015,x a p ə,5,2.534484386444092
Aarlanderveen ZH,369,2027,ɦ a u d ə,6,2.4185314178466797
Aarlanderveen ZH,371,2029,j ø ɥ k ə,6,3.184166193008423
Aarlanderveen ZH,374,2032,k ø r ə,5,3.09096097946167
Aarlanderveen ZH,382,2040,k r a k ə,6,2.1039669513702393
Aarlanderveen ZH,387,2045,l a t ə,5,2.4578604698181152
Aarlanderveen ZH,389,2047,l e r ə,5,3.0455994606018066
Aarlanderveen ZH,398,2056,m e i n ə,6,2.448626756668091
Aarlanderveen ZH,420,2078,s x o d ə,6,3.2351410388946533
Aarlanderveen ZH,425,2083,s l ʌ ɥ t ə,7,2.182835340499878
Aarlanderveen ZH,439,2097,s t e i k ə,7,1.9471899271011353
Aarlanderveen ZH,480,2139,z u k ə,5,2.5393643379211426
Aarlanderveen ZH,482,2141,z a u t ə,6,2.2703959941864014
Aarlanderveen ZH,485,2144,z ʋ ɛ m ə,6,3.082709312438965
Aarlanderveen ZH,520,2180,ʔ ɔ m,4,3.3699893951416016
Aarlanderveen ZH,528,2188,t o s ə,5,4.030303001403809
Aarlanderveen ZH,541,2201,ʋ u z d a x,7,4.261127948760986
Aarlanderveen ZH,546,2206,z e i ʋ ə n t ə x,10,3.5366904735565186
Abbekerk NH,5,2214,b ɪ˞ d ə,5,3.195823907852173
Abbekerk NH,23,2232,d a k ə,5,2.778207302093506
Abbekerk NH,29,2238,d i v ə,5,3.334117889404297
Abbekerk NH,34,2244,d œ y ʋ ə,6,2.738987684249878
Abbekerk NH,36,2246,e w ə,4,5.691771030426025
Abbekerk NH,43,2252,x ɑ ɫ,4,3.8956527709960938
Abbekerk NH,59,2268,ɦ e i m ɔ ɫ,7,3.6224772930145264
Abbekerk NH,72,2282,k ɑ ɫ ə ʋ ə,7,2.928220510482788
Abbekerk NH,74,2284,k a m ə r s,7,3.2996068000793457
Abbekerk NH,76,2286,k ɑ ɾ ə,5,2.378952980041504
Abbekerk NH,77,2287,k ɑ s t ɨ,6,4.005596160888672
Abbekerk NH,81,2291,k ɛ ɾ ə v ə ɫ,8,3.607205390930176
Abbekerk NH,83,2293,k l a ʋ ə r,7,3.7705795764923096
Abbekerk NH,91,2301,k o r s,5,3.9565703868865967
Abbekerk NH,105,2314,m a n d ə,6,2.1334779262542725
Abbekerk NH,107,2316,m a z ə ɫ ə,7,2.696031093597412
Abbekerk NH,108,2317,m ɑ ɪ,4,4.7478790283203125
Abbekerk NH,118,2327,n e ə ɫ d ə,7,3.482225179672241
Abbekerk NH,129,2337,p e p ə r,6,3.4468834400177
Abbekerk NH,143,2351,ɾ o u k ɦ,6,3.7369518280029297
Abbekerk NH,155,2363,s m e i d ɨ,7,4.187023162841797
Abbekerk NH,166,2375,s œ y k ə ɾ,7,3.25976824760437
Abbekerk NH,226,2433,d ɾ o u x,6,3.3653604984283447
Abbekerk NH,231,2438,ɒ i ɣ ə n,6,3.341123580932617
Abbekerk NH,235,2442,v ɫ e o w,6,3.774998426437378
Abbekerk NH,261,2468,k w a t,5,4.24461030960083
Abbekerk NH,263,2470,ɫ a t,4,4.094320297241211
Abbekerk NH,267,2474,ɫ e i x,5,3.0761494636535645
Abbekerk NH,278,2485,p ɾ o u p ə ɾ,8,3.1613664627075195
Abbekerk NH,285,2492,s k ɛ i v,6,2.7502200603485107
Abbekerk NH,287,2494,s k ɛ ɾ ə p,7,3.135967254638672
Abbekerk NH,294,2501,s t ɒ i v,6,2.915243148803711
Abbekerk NH,309,2517,v r ɑ i,5,2.947537660598755
Abbekerk NH,315,2525,z ɑ ɣ t,5,2.840604543685913
Abbekerk NH,337,2548,b r a d ə,6,2.524282932281494
Abbekerk NH,344,2555,d i n ə,5,2.5135397911071777
Abbekerk NH,353,2564,d ɵ ɾ ə ʋ ə,7,3.069829225540161
Abbekerk NH,357,2568,x a b ə,5,3.858264207839966
Abbekerk NH,369,2580,ɦ ɑ w ə,5,3.0836117267608643
Abbekerk NH,371,2582,j ø y k ə,6,3.1065475940704346
Abbekerk NH,374,2585,k ø ə ɾ ə,6,3.372758150100708
Abbekerk NH,382,2593,k ɾ æ ɡ ə,6,4.097110271453857
Abbekerk NH,387,2598,l ɛ i t ə,6,2.4136500358581543
Abbekerk NH,389,2600,l ɪ r ə,5,3.0775856971740723
Abbekerk NH,398,2609,m i n ə,5,2.9291934967041016
Abbekerk NH,420,2631,s k ɵ d ə,6,2.7418928146362305
Abbekerk NH,425,2636,s l œ y t ə,7,2.636587381362915
Abbekerk NH,439,2649,s t e i k ə,7,2.06486439704895
Abbekerk NH,480,2691,z u ɡ ə,5,3.033207654953003
Abbekerk NH,482,2693,s ɑ u t ə,6,2.6096065044403076
Abbekerk NH,485,2696,s w ɵ m ə,6,3.947571039199829
Abbekerk NH,520,2730,ɔ m,3,4.4375224113464355
Abbekerk NH,528,2738,t ɵ s n,5,4.964462757110596
Abbekerk NH,541,2751,w u z ə ɣ,6,3.751721143722534
Abbekerk NH,546,2756,s ø y ʋ ə n t ə ɣ,10,3.73701810836792
Achterberg Ut,5,2764,b ɔ ʁ d ə,6,2.349102020263672
Achterberg Ut,23,2780,d ɒ k ə,5,2.4106545448303223
Achterberg Ut,29,2785,d i v ə,5,3.0260462760925293
Achterberg Ut,34,2791,d œ y v ə,6,2.4081618785858154
Achterberg Ut,36,2793,ʔ e u ə,5,3.9114127159118652
Achterberg Ut,43,2800,ɣ ɑ l,4,4.100386619567871
Achterberg Ut,59,2816,ɦ e m ɔ l,6,3.85541033744812
Achterberg Ut,72,2828,k ɑ l v ʁ ə,7,4.513911247253418
Achterberg Ut,74,2830,d ə k ɒ m ə s,8,4.118190288543701
Achterberg Ut,76,2832,k ɑ ʁ ə,5,2.3976776599884033
Achterberg Ut,77,2833,k ɑ s t ə,6,2.250930070877075
Achterberg Ut,81,2837,k ɛ ʁ ə v ɔ l,8,3.8342390060424805
Achterberg Ut,83,2839,k l ɒ v ə ʁ,7,3.101950168609619
Achterberg Ut,91,2847,k o ʁ s,5,3.6151981353759766
Achterberg Ut,105,2861,m ɒ n d ə,6,2.263319730758667
Achterberg Ut,107,2864,m ɒ z ə l ə,7,2.745938539505005
Achterberg Ut,108,2865,m æ i,4,4.270947456359863
Achterberg Ut,118,2874,n ɔ l d ə,6,3.2240240573883057
Achterberg Ut,124,2880,p ɒ i ə,5,3.1967966556549072
Achterberg Ut,129,2885,p e p ə ʁ,6,3.046290159225464
Achterberg Ut,143,2899,ʁ o u k,5,4.5236005783081055
Achterberg Ut,155,2911,s m e i ə,6,2.765230178833008
Achterberg Ut,166,2923,s œ y k ə ʁ,7,2.7939393520355225
Achterberg Ut,208,2965,s i k t ə s,7,4.374505043029785
Achterberg Ut,226,2983,d ʁ ø x,5,3.7501697540283203
Achterberg Ut,231,2988,ʔ ɛ i ɣ ə,6,2.2999227046966553
Achterberg Ut,235,2992,f l a u,5,4.596997261047363
Achterberg Ut,261,3018,k u ɒ t,5,3.6448779106140137
Achterberg Ut,263,3020,l ɒ t,4,3.335740089416504
Achterberg Ut,267,3024,l e i x,5,2.5961875915527344
Achterberg Ut,278,3035,p ʁ o p ə ʁ,7,3.5215675830841064
Achterberg Ut,285,3042,s x e i f,6,2.7353174686431885
Achterberg Ut,287,3044,s x ɛ ʁ ə p,7,3.1442484855651855
Achterberg Ut,294,3051,s t ɛ i f,6,2.795591354370117
Achterberg Ut,309,3067,f ʁ ɛ i,5,2.424532413482666
Achterberg Ut,315,3075,s ɑ x t,5,2.9742255210876465
Achterberg Ut,337,3098,b ʁ ɔ i ə,6,2.0260469913482666
Achterberg Ut,344,3105,d i n ə,5,3.1476151943206787
Achterberg Ut,353,3114,d ʌ ʁ ə v ə,7,3.5157032012939453
Achterberg Ut,357,3118,x ɒ p ə,5,3.174403429031372
Achterberg Ut,369,3130,ɦ ɑ u ə,5,2.3529343605041504
Achterberg Ut,371,3132,i ø k ə,5,4.065199851989746
Achterberg Ut,374,3135,k ø ʁ ə,5,2.2889814376831055
Achterberg Ut,382,3143,k ʁ ɒ k ə,6,2.3580949306488037
Achterberg Ut,389,3149,l e ʁ ə,5,2.406754732131958
Achterberg Ut,398,3158,m ɪ n ə,5,3.078432321548462
Achterberg Ut,420,3180,s x ʌ d ə,6,3.3511955738067627
Achterberg Ut,425,3185,s l œ y t ə,7,2.0895884037017822
Achterberg Ut,439,3199,s t e k ə,6,2.304553985595703
Achterberg Ut,480,3241,s y k ə,5,2.773597002029419
Achterberg Ut,482,3243,s ɑ u t ə,6,2.3173019886016846
Achterberg Ut,485,3246,s ʋ ɛ m ə,6,3.580839157104492
Achterberg Ut,520,3277,ʔ ʌ m,4,5.121406078338623
Achterberg Ut,528,3285,t œ s ə,5,4.894901275634766
Achterberg Ut,541,3298,ʋ u n s d ɑ x,8,3.8768835067749023
Achterberg Ut,546,3303,s ø v ə n t ɨ x,9,3.5018184185028076
Aduard Gn,5,3310,b ɔ˞ d n,5,2.915799617767334
Aduard Gn,23,3328,d ɔ ʔ ŋ,5,2.311807632446289
Aduard Gn,29,3334,d ɑ i m,5,2.8088889122009277
Aduard Gn,34,3340,d u b m,5,3.488140821456909
Aduard Gn,36,3341,ʔ ɪ u w n,6,6.035780429840088
Aduard Gn,43,3348,χ ɑ ɫ,4,4.424464702606201
Aduard Gn,59,3364,ɦ e m l,5,5.456395149230957
Aduard Gn,72,3378,k ɑ l v ə r,7,3.4550366401672363
Aduard Gn,74,3380,k ɔ m ə˞ s,6,3.33685564994812
Aduard Gn,77,3382,k ɑ s t n,6,2.892557144165039
Aduard Gn,83,3387,k l ɔ v r,6,3.1448862552642822
Aduard Gn,91,3395,k o˞ t s,5,4.756114959716797
Aduard Gn,105,3408,m ɒ n,4,3.733443021774292
Aduard Gn,107,3410,m ɛ z l s,6,3.0634734630584717
Aduard Gn,108,3411,m ɑ i,4,3.1822354793548584
Aduard Gn,118,3420,n ɑ l d n,6,3.2472126483917236
Aduard Gn,124,3426,p ɔ ə d n,6,3.360058546066284
Aduard Gn,129,3430,p e p r,5,4.214765548706055
Aduard Gn,143,3444,r o k,4,4.685032844543457
Aduard Gn,155,3456,s m e d n,6,3.450066566467285
Aduard Gn,166,3468,s ɵ k ə r,6,4.2424492835998535
Aduard Gn,208,3509,z ɑ i k t ɨ s,8,3.9931068420410156
Aduard Gn,226,3527,d r ø x,5,4.353256702423096
Aduard Gn,231,3532,ʔ ɛ i ɡ ŋ,6,2.9780025482177734
Aduard Gn,235,3536,f l ɑ u w,6,4.475382328033447
Aduard Gn,261,3561,k ʋ ɔ t,5,3.891930103302002
Aduard Gn,263,3563,l ɔ t,4,2.946751117706299
Aduard Gn,267,3567,ɫ e i x,5,4.788708209991455
Aduard Gn,285,3584,s x ɑ i f,6,2.7302379608154297
Aduard Gn,287,3586,s x a˞ p,5,3.8754935264587402
Aduard Gn,294,3591,s t i f,5,3.465778350830078
Aduard Gn,309,3605,v r æ i,5,3.5390095710754395
Aduard Gn,315,3612,z ɑ χ t,5,2.708561897277832
Aduard Gn,337,3634,b r ɔ d n,6,1.9449987411499023
Aduard Gn,344,3641,d ʌ i n,5,3.230515956878662
Aduard Gn,353,3650,d ɵ˞ m,4,5.46229362487793
Aduard Gn,357,3654,χ ɔ ʔ m,5,2.894286632537842
Aduard Gn,369,3666,ɦ ɔ ɫ d n,6,2.3348536491394043
Aduard Gn,371,3668,j ø ʔ ŋ,5,3.720984697341919
Aduard Gn,374,3671,k ø˞ n,4,3.3108978271484375
Aduard Gn,382,3679,k r ɔ ʔ ŋ,6,2.027528762817383
Aduard Gn,387,3684,l ɔ ə t n,6,3.6919267177581787
Aduard Gn,389,3686,l e˞ n,4,2.8550853729248047
Aduard Gn,398,3695,m ɑ i n,5,2.380026340484619
Aduard Gn,420,3717,s x ɵ d n,6,2.6284267902374268
Aduard Gn,425,3722,s l y ʔ n,6,3.002866744995117
Aduard Gn,439,3736,s t e ʔ ŋ,6,2.070223093032837
Aduard Gn,480,3778,z ʌ y ʔ ŋ,6,3.8429577350616455
Aduard Gn,482,3780,z ɔ ɫ t ʔ n,7,3.1088905334472656
Aduard Gn,485,3783,z ʋ ɛ m,5,3.119398355484009
Aduard Gn,520,3819,ʔ ɔ m,4,2.7945404052734375
Aduard Gn,528,3827,t ɵ s n,5,3.611408233642578
Aduard Gn,541,3840,ʋ ʊ n z d ɑ χ,8,3.863947629928589
Aduard Gn,546,3845,z ø m t ɨ x,7,4.699795246124268
Afferden Lb,5,3853,b a ʁ d ə,6,3.273571252822876
Afferden Lb,23,3869,d a k ə,5,2.745882987976074
Afferden Lb,29,3875,d i v ə,5,2.79591703414917
Afferden Lb,34,3881,d u v ə,5,3.168940544128418
Afferden Lb,36,3883,e u w ə,5,4.073910713195801
Afferden Lb,43,3890,x ɑ l,4,3.9006528854370117
Afferden Lb,59,3906,ɦ ɪ m ə l,6,3.225353479385376
Afferden Lb,72,3920,k ɑ l ə v ə χ,8,3.1218419075012207
Afferden Lb,74,3922,k ɑ m ə ʁ s,7,2.6805593967437744
Afferden Lb,76,3924,k ɑ ʁ ə,5,2.869872570037842
Afferden Lb,77,3925,k ɑ s t ə,6,2.2595129013061523
Afferden Lb,81,3929,k æ ʀ v ə l,7,4.424029350280762
Afferden Lb,83,3931,k l e v ə χ,7,3.419283151626587
Afferden Lb,91,3938,k ɔ ʀ t s,6,4.232450485229492
Afferden Lb,105,3950,m ɒ n t,5,3.9113152027130127
Afferden Lb,107,3952,m a z ə l ə,7,2.838792324066162
Afferden Lb,108,3953,m ɛ i,4,3.332554817199707
Afferden Lb,118,3963,n ɑ l d ə,6,3.413950204849243
